platform_Name,movieId,title,genres,director ,starring
Chorki,123,TARA TIN JON TEA MASTER,DRAMA,Humayun Ahmed,"Faruk Ahmed, Ejajul Islam, Shadhin Khosru"
Chorki,124,TINER TALOWAR,DRAMA,Ashutosh Sujon,"Chanchal Chowdhury, Hasan Masood, Kochi Khondokar, Shamima Nazneen"
Chorki,125,MAYABOTI,DRAMA,Humayun Ahmed,"Mahfuz Ahmed, Bipasha Ahmed, Faruque Ahmed"
Chorki,126,ADHIAR,PATRIOTIC,Saidul Anam Tutul,"Raisul Islam Asad, Atm Samsuzaman, Chompa"
Chorki,127,CHOKHER JOLE,DRAMA,Aziz Azhar,"Razzak, Kobori, Anwar Hossain, Rozi Samad"
Chorki,128,ETO TUKU ASHA,DRAMA,"Hasmot Ulla Khan, Narayan Ghosh Mita","Razzak, Sujata, Rosy Samad"
Chorki,129,GHANI ,DRAMA,Kazi Morshed,"Raisul Islam Asad, Dolly Jahur"
Chorki,130,AGAMI,PATRIOTIC,Morshedul Islam,"Pijush Bandyopadhyay, Aly Zaker, Rawshan Jamil, Mujibur Rahman Dilu"
Chorki,131,SWOPNODANAY,DRAMA,Golam Rabbany Biplob,"Fazlur Rahman Babu, Putul, Rokeya Prachy, Mahmuduzzaman Babu , Momena Choudhury"
Chorki,132,BEHULA,DRAMA,Zahir Raihan,"Suchanda, Sumita Devi, Razzak, Rani Sarkar"
Chorki,133,BHAT DE,DRAMA,Amjad Hossain,"Alamgir, Shabana, Anwar Hossain"
Chorki,134,LATHIAL,DRAMA,Narayan Ghosh Mita,"Babita, Faruk, Rosy Samad, Anowar Hossain."
Chorki,135,DUKHAI,DRAMA,Morshedul Islam,"Raisul Islam Asad, Rokeya Prachy, Chandni"
Chorki,136,DUI POISHAR ALTA,DRAMA,Amjad Hossain,"Razzak, Shabana"
Chorki,137,KHOSRU+MOYNA,FICTION,Kochi Khondokar,"Nusrat Imrose Tisha, Marjuk Rasel, Kochi Khandaker, Ahsanul Haque Minu, Milon Bhattacharya, Selina Hossain, Musafir Syed"
Chorki,138,CHORUIVATI,FICTION,Mostofa Sarwar Farooki,"Mamunul Haque, Aupee Karim, Elora Gohor, Marjuk Russel"
Chorki,139,GREHA SUKH PRIVATE LIMITED,DRAMA,Humayun Ahmed,"Zahid Hasan, Joy, Faruque Ahmed, Asaduzzaman Noor, Ejajul Islam"
Chorki,140,MATIR MOINA,DRAMA,Tareque Masud,"Rokeya Prachy, Jayanta Chattopadhyay"
Chorki,141,ANOWARA,DRAMA,Zahir Raihan,"Razzak, Suchonda"
Chorki,142,PERFORMER,SHORT FILM,Tasmiah Afrin Mou,"Sadia Jahan Prova, Moutushi Bishwas"
Chorki,143,MONER RAJA,DRAMA,Raihan Khan,"Mir Sabbir, Purnima"
Chorki,144,SHONGSHAR UNLIMITED,COMEDY,Abu Hayat Mahmud,"Iresh Jaker, Moushumi Hamid, Saira Jahan, Mir Rabbi"
Chorki,145,ADHKHANA BHALO CHELE ADHA MOSTAAN,MUSICAL FILM,Abrar Athar,"Shayan Chowdhury Arnob, Sunidhi Nayak, Pantha Kanai, Buno, Saadul Islam, Imran Ahmed"
Chorki,146,NEEL MUKUT,DRAMA,Kamar Ahmad Simon,"Shahana Afroz Khan Chowdhury, Monalisa Awal"
Chorki,147,YOUTUMOR,COMEDY,Adnan Al Rajeev,"Pritom Hasan, Ziaul Hoque Polash, Saraf Ahmed Zibon, Sharif Siraj, Taposh Mridha, Gousul Alam Shaon"
Chorki,148,NOYA RIKSHAW,COMEDY,Shaon,"Riaz, Shaon"
Chorki,149,MOHAN CHOINIK CHIGIKSHOK WANG PI,COMEDY,Humayun Ahmed,"Faruk ahmed,Ejaj,Majnun Mijan"
Chorki,150,SYNDICATE: Episode - The Blow,THRILLER,Shihab Shaheen,"Afran Nisho,Nazifa Tushi , Tasnia Farin , Shatabdi Wadud,Rashed Mamun Apu , Nasiruddin Khan"
Chorki,151,SYNDICATE : Episode - THE UNTOLD,THRILLER,Shihab Shaheen,"Afran Nisho,Nazifa Tushi , Tasnia Farin , Shatabdi Wadud,Rashed Mamun Apu , Nasiruddin Khan"
Chorki,152,SYNDICATE : Episode - PRETEND,THRILLER,Shihab Shaheen,"Afran Nisho,Nazifa Tushi , Tasnia Farin , Shatabdi Wadud,Rashed Mamun Apu , Nasiruddin Khan"
Chorki,153,REDRUM,THRILLER,VICKY ZAHED," Rumel Ahmed, Hasbi Islam Arpon, Mehazabien Chowdhury, Azizul Hakim"
Chorki,154,PET KATA SHAW,HORROR,NUHASH HUMAYUN,"Chanchal Chowdhury , Pritom Hasan, Masuda Khan, Shirin Akter Shila , Morshed Mishu"
Chorki,155,MORICHIKA,CRIME THRILLER,Shihab Shaheen," Afran Nisho, Mahiya Mahi, Siam Ahmed, Rishad Mahmud"
Chorki,156,SHATTICUP,CRIME THRILLER,MD TAWKIR ISLAM,"Ahsabul Yamin Riad, Sajia Khanom, Omar Masum, Wasikul Islam Romit"
Chorki,157,JAAGO BAHEY,HISTORICAL SERIES,"SIDDIK AHMED, SALEH SOBHAN ANIM,SUKORNO SAHED DHIMAN"," Mostafizur Noor Imran, Chanchal Chowdhury, Intekhab Dinar, Mostafa Monwar"
Chorki,158,NIKHOJ,DRAMA,RIHAN RAHMAN,"Afsana Mimi, Orchita Sporshia, Shatabdi Wadud, Shamol Mawla"
Chorki,159,Lal Katan Nil Dakat,DRAMA,VICKY ZAHED," Adil Khan, Nasir Uddin Khan, Omar Faruk Nayon, Manoj Kumar Pramanik"
Chorki,160,UNOLOUKIK : EPISODE - MORIBAAR HOLO TAAR SWAAD,DRAMA,ROBIUL ALAM ROBI,"Mostafa Monwar, Gazi Rakayet, Sumon Anowar, Naziba Basher"
Chorki,161,UNOLOUKIK : EPISODE - Don't Write Me,MYSTERY,ROBIUL ALAM ROBI,"Mostafa Monwar, Gazi Rakayet, Sumon Anowar, Naziba Basher"
Chorki,162,UNOLOUKIK : EPISODE - Mrs. Pohelika,MYSTERY,ROBIUL ALAM ROBI,"Mostafa Monwar, Gazi Rakayet, Sumon Anowar, Naziba Basher"
Chorki,163,UNOLOUKIK : EPISODE - Hello Ladies,MYSTERY,ROBIUL ALAM ROBI,"Mostafa Monwar, Gazi Rakayet, Sumon Anowar, Naziba Basher"
Hoichoi,164,Mismatch,Comedy,,"Rachel White, Rajdeep Gupta, Mainak Banerjee, Supurna Malakara"
Hoichoi,165,Srikanto,Drama,,"Rishav Basu, Sohini Sarkar, Madhumita Sarcar"
Hoichoi,166,Bonyo Premer Golpo,Thriller,,"anushree Chakraborty, Ena Saha, Saheb Bhattacharjee, Soumendra Bhattacharya"
Hoichoi,167,Hostel Days,Comedy,,"Kanchan Mullick, Anindya Sengupta, Roshni Bhattacharyya, Arpan Ghoshal"
Hoichoi,168,Mohomaya,Thriller,,"Swastika Mukherjee, Ananya Chatterjee, Bipul Patra, Sujan Mukherjee"
Hoichoi,169,The Bengal Scam: Bima Kando,Thriller,,"Rajatabha Dutta, Kinjal Nanda, Sonamani Saha, Debraj Mukherjee"
Hoichoi,170,Eken Babu,Mystery,,"Anirban Chakrabarti, Shoumo Banerjee, Debapriyo Bagchi, Alakananda Ray"
Hoichoi,171,Kamini,Horror,,"Barkha Bisht, Saurav Das, Trina Saha, Kharaj Mukherjee"
Hoichoi,172,Mahabharat Murders,Crime,,"Rishav Basu, Saswata Chatterjee, Priyanka Sarkar, Kaushik Sen"
Hoichoi,173,Sabrina,"Crime, Thriller",,"Mehazabien Chowdhury, Nazia Haque Orsha, Runa Khan, Monir Khan Shimul"
Hoichoi,174,Karagar,"Fantasy, Mystery, Thriller",,"Chanchal Chowdhury, Rishad Mahmud, Afzal Hossain, Bijori Barkatullah"
Hoichoi,175,Bodh,Mystery,,"Sarah Alam, Shahjahan Samrat, Khairul Basar, Runa Khan"
Hoichoi,176,Charitraheen,Thriller,,"Naina Ganguly, Saurav Das, Soumendra Bhattacharya, Sayani Ghosh"
Hoichoi,177,Astey Ladies,Thriller,,"Sandipta Sen, Saayoni Ghosh, Madhurima Ghosh, Saurav Das"
Hoichoi,178,Indu,Drama,,"Sandipta Sen, Saayoni Ghosh, Madhurima Ghosh, Saurav Das"
Hoichoi,179,Paap,Thriller,,"Puja Banerjee, Roy Angana, Priyanka Mondal, Saheb Bhattacharjee"
Hoichoi,180,Gora,"Comedy, Crime, Mystery",,"Ishaa Saha, Ritwick Chakraborty, Suhotra Mukhopadhyay, Judhajit Sarkar"
Hoichoi,181,Rahasya Romancha Series,Thriller,,"Rudranil Ghosh, Saayoni Ghosh, Kanchan Mullick, Sourav Saha"
Hoichoi,182,Taranath Tantrik,Horror,,"Gautam Moitra, Jayant Kripalani, Kaushik Roy, Shweta Chaudhuri"
Hoichoi,183,Shudhu Tomari Jonyo,"Drama, Romance",Birsa Dasgupta ,"Dev, Srabanti Chatterjee, Soham Chakraborty, Mimi Chakraborty"
Hoichoi,184,Montu Pilot,"Drama, Romance",,"Saurav Das, Subrat Dutta, Kanchan Mullick, Chandrayee Ghosh"
Hoichoi,185,Mandaar,Drama,,"Anirban Bhattacharya, Sohini Sarkar, Debashish Mondal, Diganta Saha"
Hoichoi,186,Cartoon,Horror,,"Mainak Banerjee, Payel Sarkar, Sandip Chakraborty, Sayanta Modak"
Hoichoi,187,Hello Remember Me,Drama,,"Payel Sarkar, Ishaa Saha, Laboni Sarkar, Sourav Chakraborty"
Hoichoi,188,Boyfriends & Girlfriends,"Comedy, Romance",,"Ishaa Saha, Riddhi Sen, Adrija Addy Roy, Rwitobroto Mukherjee"
Hoichoi,189,Murder by the Sea,Thriller,,"Payel Sarkar, Arjun Chakrabarty, Anjan Dutt, Ananya Chatterjee"
Hoichoi,190,Boli,"Crime, Drama, Thriller",,"Salahuddin Lavlu, Chanchal Chowdhury, Ziaul Hoque Polash, Rishad Mahmud"
Hoichoi,191,Robindronath Ekhane Kawkhono Khete Aashenni,"Crime, Thriller",,"Anirban Bhattacharya, Rahul Bose, Richard Bhakti Klein, Alexx O'Nell"
Hoichoi,192,Kaiser,"Crime, Mystery, Thriller",,"Afran Nisho, Rikita Nandini Shimu, Monirul Islam Rubel, Mostafizur Noor Imran"
Hoichoi,193,Tansener Tanpura,Drama,,"Vikram Chatterjee, Jayati Bhatia, Subhasish Mukherjee, Sujan Mukherjee"
Hoichoi,194,Japani Toy,Comedy,,"Rajat Ganguly, Kaushiki Guha, Rajdeep Gupta, Ishaa Saha"
Hoichoi,195,Dracula Sir,"Crime, Thriller",Debaloy Bhattacharya  ,"Anirban Bhattacharya, Mimi Chakraborty, Supriyo Dutta, Bidipta Chakraborty"
Hoichoi,196,Byadh,Drama,,"Rajatabha Dutta, Anirban Chakrabarti, Kharaj Mukherjee, Bibriti Chatterjee"
Hoichoi,197,Dark Web,Thriller,,"Saheb Bhattacharjee, Sampurna Lahiri"
Hoichoi,198,Turu Love,Romance,,"Pinky Banerjee, Soumak Basu, Rishav Basu, Rajnandini Paul"
Hoichoi,199,Feludar Goyendagiri,Mystery,,"Subrat Dutta, Saheb Bhattacharjee, Anirban Chakrabarti, Tota Roy Chowdhury"
Hoichoi,200,Money Honey,"Crime, Mystery, Thriller",,"Shamol Mawla, Mostafizur Noor Imran, Naziba Basher, Nishat Priom"
Hoichoi,201,Paanch Phoron,Romance,,"Jaya Ahsan, Siam Ahmed, Krittika Chakraborty, Rawnok Hasan"
Hoichoi,202,Dhaka Metro,Drama,,"Mostafa Monwar, Shariful Islam, Sharmin Zoha Shoshee, Aupee Karim"
Hoichoi,203,Rudrabinar Obhishaap,"Adventure, Musical, Mystery",," Saurav Das, Ditipriya Roy, Rupsa Chatterjee, Vikram Chatterjee"
Hoichoi,204,Dour,Thriller,,"Mosharraf Karim, Tariq Anam Khan, Robena Reza Jui, Intekhab Dinar"
Hoichoi,205,Shei Je Holud Pakhi,Thriller,,"Saswata Chatterjee, Tridha Choudhury, Gourab Chatterjee, Roy Angana"
Hoichoi,206,Khela Jawkhon,Thriller,Arindam Sil ,"Harsh Chhaya, Mimi Chakraborty, Susmita Chatterjee, Arjun Chakrabarty"
Hoichoi,207,Tiktiki,"Mystery, Thriller",,"Rumel Ahmed, Anirban Bhattacharya, Kaushik Ganguly"
Hoichoi,208,Shobdo Jobdo,Thriller,,"Rajat Kapoor, Payel Sarkar, Mumtaz Sorcar, Subrat Dutta"
Hoichoi,209,Byomkesh,"Crime, Drama, Mystery",,"Anirban Bhattacharya, Subrat Dutta, Ridhima Ghosh, Suprobhat Das"
Hoichoi,210,Uttoron,Drama,,"Madhumita Sarcar, Sawon Chakraborty, Rajdeep Gupta, Swastika Dutta"
Hoichoi,211,Hello!,"Drama, Thriller",,"Raima Sen, Priyanka Sarkar, Joy Sengupta, Suranjana Roy"
Hoichoi,212,Murder in the Hills,"Mystery, Thriller",,"Anindita Bose, Arjun Chakrabarty, Suprobhat Das, Sourav Chakraborty"
Hoichoi,213,Six,Thriller,,"Darshana Banik, Nishan, Shilajit Majumdar, Jennifer Jasmine Gomes"
Hoichoi,214,Brahmadaitya,"Comedy, Horror",Abhirup Ghosh ,"Saayoni Ghosh, Rudranil Ghosh, Souman Bose, Anindya Chatterjee"
Hoichoi,215,Jojo,Horror, Argha Deep Chatterje,"Darshana Banik, Anirban Bhattacharya, Saayoni Ghosh"
Hoichoi,216,Taqdeer,"Crime, Mystery, Thriller",,"Chanchal Chowdhury, Sanjida Preeti, Manoj Kumar Pramanik, Shohel Mondol"
Hoichoi,217,Break Up Story,"Drama, Romance",,"Anindita Bose, Saurav Das, Sohini Sarkar, Tuhina Das"
Hoichoi,218,Bou Keno Psycho,Thriller,,"Poulomi Das, Sampurna Lahiri, Rupanjana Mitra, Saayoni Ghosh"
Hoichoi,219,Mohanagar,Thriller,,"Mosharraf Karim, Rishad Mahmud, Khairul Basar, Nishat Priom"
Hoichoi,220,Sundarbaner Vidyasagar,Family,,"Riddhi Sen, Ushasi Ray, Judhajit Sarkar, Rupanjana Mitra"
Hoichoi,221,Bouma Detective,Mystery,,"  Rohit Roy, Aparajita Adhya, Utsav Sarkar, Satarupa Pyne"
Hoichoi,222,Chupkotha - Hoichoi Original Film,Thriller,Rick Basu," Mainak Banerjee, Shataf Figar, Akshay Kapoor, Parno Mittra"
Hoichoi,223,Dhanbad Blues,Thriller,,"  Rajatabha Dutta, Solanki Roy, Dibyendu Bhattacharya, Imran Hasnee"
Hoichoi,224,Sampurna,Drama,,"  Rajnandini Paul, Sohini Sarkar, Laboni Sarkar, Prantik Banerjee"
Hoichoi,225,Chupkotha 2,Horror,,"  Parno Mittra, Mahi Singh, Sudip Mukherjee, Farhan Imroze"
Hoichoi,226,Detective,"Drama, Mystery, Thriller",Joydip Mukherjee ,"   Anirban Bhattacharya, Ishaa Saha, Saheb Bhattacharjee, Ambarish Bhattacharya"
Hoichoi,227,The Stoneman Murders,Thriller,,"  Swastika Mukherjee, Rajatabha Dutta, Rupankar Bagchi, Jit Das"
Hoichoi,228,Love and Affairs,Romance,,"  Barkha Bisht, Indraneil Sengupta, Debopriyo Mukherjee, Swapoorna Sen"
Hoichoi,229,Bodhon,Drama,,"  Sandipta Sen, Ditipriya Roy, Jeet Sundor Chakraborty, Kaushik Roy"
Hoichoi,230,Rawkto Bilaap,Thriller,,"  Sohini Sarkar, Saptarshi Maulik, Tuhina Das, Prantik Banerjee"
Hoichoi,231,Calm Sutra,Comedy,,"  Ishaa Saha, Rajdeep Gupta, Kaushiki Guha"
Hoichoi,232,Refugee,Thriller,,"  Shohel Mondol, Afzal Hossain, Zakia Bari Momo, Sharif Siraj"
Hoichoi,233,Dupur Thakurpo,Comedy,,"  Soumendra Bhattacharya, Swastika Mukherjee, Monalisa, Akshay Kapoor"
Hoichoi,234,Do Not Disturb,Drama,,"  Debleena Sen, Darshana Banik, June Malia, Sudiptaa Chakraborty"
Hoichoi,235,Tangra Blues,"Drama, Musical, Thriller",Supriyo Sen,"Madhumita Sarcar, Parambrata Chattopadhyay, Samiul Alam, Oishani Dey"
Hoichoi,236,Damayanti,"Mystery, Thriller",,"  Amrita Chattopadhyay, Tuhina Das, Chandrayee Ghosh, Judhajit Sarkar"
Hoichoi,237,Laboratory,Drama,Soumik Chattopadhyay," Darshana Banik, Anirban Bhattacharya, Kaushik Sen"
Hoichoi,238,The Nightwatchman,Crime,,"  Arjun Chakrabarty, Kaushik Sen, Ayan Bhattacharjee, Anusha Vishwanathan"
Hoichoi,239,Manbhanjan,Drama,,"  Anirban Bhattacharya, Sohini Sarkar, Amrita Chattopadhyay, Jeffrey Stanley"
Hoichoi,240,Tasher Ghawr,Drama,Sudipto Roy,"Swastika Mukherjee, Judhajit Sarkar"
Hoichoi,241,Paranoia,Thriller,,"  Saayoni Ghosh, Kamaleswar Mukherjee, Anindya Sain, Rayati Bhattacharya"
Hoichoi,242,Maradonar Juto,"Comedy, Drama",,"  Susmita Chatterjee, Anirban Chakrabarti, Sujan Mukherjee, Joydeep Mukherjee"
Hoichoi,243,Ekattor,Drama,,"  Nusrat Imrose Tisha, Mostafizur Noor Imran, Rafiath Rashid Mithila, Shatabdi Wadud"
Hoichoi,244,Nokol Heere,Mystery,,"  Rajnandini Paul, Biswajit Chakraborty, Tuhina Das, Sujoy Prosad Chatterjee"
Hoichoi,245,The Cabin Guard,Thriller,Sudipto Roy,"Preetam Ganguly, Madhurima Ghosh, Deboprasad Halder, Satakshi Nandy"
Hoichoi,246,Holy Faak,"Comedy, Romance",,"  Soumya Mukherjee, Anamika Chakraborty, Paran Banerjee, Ratna Ghoshal"
Hoichoi,247,Koshtoneer,Drama,Ashfaque Nipun,"Saberi Alam, Sayed Babu, Khalid El Bargoni, Runa Khan"
Hoichoi,248,Synthetic Sati,"Short, Drama, Romance",Rishav Ghosh,"Gargi Banerjee, Prantik Banerjee, Kheya Chattopadhyay, Rajnandini Chouny"
Hoichoi,249,Dujone,Thriller,,"  Poulomi Das, Kamaleswar Mukherjee, Indrajit Mazumder, Dibyasha Das"
Hoichoi,250,Sin Sister,Thriller,Shubhabrata Chatterjee,"Rupankar Bagchi, Ashima Chakraborty, Tuhina Das, Debolina Dutta"
Hoichoi,251,Tarader Shesh Tarpon,Talk-Show,,"  Gautam Bhattacharya, Swastika Mukherjee, Roopa Ganguly, Jisshu Sengupta"
Hoichoi,252,Bhootoorey,Horror,,"  Triparna Bardhan, Jit Das, Rob Dey, Sharmistha Pandey"
Hoichoi,253,Mukhyamantri,Documentary,,"  Saoli Chattopadhyay, Pratik Kumar Dutta"
Hoichoi,254,Gariahater Ganglords,Comedy,,"  Saurav Das, Anindita Bose, Ayan Bhattacharjee, Debmalya Gupta"
Hoichoi,255,Subharambha,"Drama, Romance",,"  Satyam Bhattacharya, Jasmine Roy, Dibyasha Das"
Hoichoi,256,Oddbhuturey,Sci-Fi,,"  Saurav Das, Partha Sarathi, Deboprasad Halder, Mishmee Das"
Hoichoi,257,Mouchaak,Drama,,"  Monami Ghosh, Kanchan Mullick, Mir Afsar Ali, Suhotra Mukhopadhyay"
Hoichoi,258,Fish & Chips,"Comedy, Romance",,"  Apratim Chatterjee, Tapasya Dasgupta, Pratik Kumar Dutta"
Hoichoi,259,Rubberband,"Short, Crime",Sunny Ray," Kamalika Banerjee, Diptarka Bose, Avishek De Biswas, Ratasree Dutta"
Hoichoi,260,Bobbyr Bondhura,Family,Sudipa Chatterjee,"Kaushik Sen, Sreelekha Mitra, Saptarshi Basu Roychoudhury, Paran Banerjee"
Hoichoi,261,Sweater,Drama,Shiladitya Moulik,"Imtiaj Haque, Farhan Imroze, June Malia, Sreelekha Mitra"
Hoichoi,262,Pabitra Puppies,"Crime, Thriller",,"  Vikram Chatterjee, Sohini Sarkar, Saurav Das, Saayoni Ghosh"
Hoichoi,263,Case Jaundice,Comedy,,"  Parambrata Chattopadhyay, Ankush Hazra, Anirban Chakrabarti"
Hoichoi,264,Madhabilata,"Short, Mystery",Rahool Mukherjee," Indrasish Roy, Ena Saha"
Hoichoi,265,Mithye,"Short, Thriller",Abhijit Chowdhury,Souman Bose
